Pulls	Probability
306	0.00141592727344405140
307	0.00142805253928118728
308	0.00144009919340297472
309	0.00145206710605670100
310	0.00146395609255165665
311	0.00147576594490881612
312	0.00148749644803728304
313	0.00149914738763658127
314	0.00151071855386920042
315	0.00152220974296830683
316	0.00153362075788453322
317	0.00154495140850753069
318	0.00155620151170922384
319	0.00156738857140030103
320	0.00157857700804598321
321	0.00158990655067192812
322	0.00160160542490594720
323	0.00161397750702750034
324	0.00162736075726900544
325	0.00164206416137729381
326	0.00165829843555289483
327	0.00167611889801746572
328	0.00169539607831966836
329	0.00171582197525292388
330	0.00173695091061740913
331	0.00175826653098027650
332	0.00177926235159327705
333	0.00179952254010413283
334	0.00181879057434564352
335	0.00183701655960546684
336	0.00185437617475447327
337	0.00187125692504906856
338	0.00188821066752016227
339	0.00190587571388173270
340	0.00192487705794668451
341	0.00194571845838004194
342	0.00196868371515206948
343	0.00199376502227908534
344	0.00202063296100732227
345	0.00204865577847969416
346	0.00207696650243778543
347	0.00210456729334611030
348	0.00213045342743010203
349	0.00215373607156667559
350	0.00217374413841578132
351	0.00219009051638514886
352	0.00220269542447584522
353	0.00221176772343637721
354	0.00221775195984491582
355	0.00222125347023765506
356	0.00222295549129674824
357	0.00222354109508867766
358	0.00222362962536715436
359	0.00222373315171373314
360	0.00222423427426206859
361	0.00222538317124484197
362	0.00222730952162824348
363	0.00223004395276230325
364	0.00223354378612940747
365	0.00223771875152440057
366	0.00224245363296597947
367	0.00224762616239554495
368	0.00225311964829191441
369	0.00225883068510972106
370	0.00226467280400539376
371	0.00227057713455340871
372	0.00227649112849156035
373	0.00228237623760489295
374	0.00228820521672714206
375	0.00229395949757582033
376	0.00229962688534514668
377	0.00230519968354952959
378	0.00231067325510817954
379	0.00231604497212522079
380	0.00232131348265864108
381	0.00232647821919033964
382	0.00233153908143796266
383	0.00233649623897607983
384	0.00234136640205515605
385	0.00234622499232251377
386	0.00235126912655645676
387	0.00235688013318866736
388	0.00236365411347148207
389	0.00237237088660405471
390	0.00238388699029871348
391	0.00239896299524174703
392	0.00241806063458009266
393	0.00244116156987225999
394	0.00246766034364850793
395	0.00249636812589911675
396	0.00252563615240251000
397	0.00255357714571070501
398	0.00257833909875674269
399	0.00259837446274337182
400	0.00261265257565848815
401	0.00262077991901984586
402	0.00262301590291965247
403	0.00262019434713569219
404	0.00261357704395408468
405	0.00260467296027506983
406	0.00259505504134476795
407	0.00258619882725572385
408	0.00257935682293986636
409	0.00257547310424246274
410	0.00257513610112443163
411	0.00257856443698122112
412	0.00258562039926602380
413	0.00259584666443259174
414	0.00260852290703736704
415	0.00262273895565291313
416	0.00263748006067943398
417	0.00265171804242510155
418	0.00266450040193167218
419	0.00267502870433668564
420	0.00268271819465019959
421	0.00268723274353432880
422	0.00268849247700982373
423	0.00268665515690386403
424	0.00268207579925816836
425	0.00267525151086419577
426	0.00266675971014922407
427	0.00265719770872137986
428	0.00264713027576515245
429	0.00263704969130889625
430	0.00262735039257646956
431	0.00261831807013413299
432	0.00261013130272467333
433	0.00260287270386891007
434	0.00259654611171338739
435	0.00259109649005836177
436	0.00258642975573263719
437	0.00258243051558359660
438	0.00257897651229664021
439	0.00257594931101444332
440	0.00257324132920502210
441	0.00257075969073503487
442	0.00256842758069598305
443	0.00256618382390852282
444	0.00256398135180110171
445	0.00256178510409291384
446	0.00255956977085013316
447	0.00255731764401871202
448	0.00255501673167797649
449	0.00255265920003558409
450	0.00255024112029575717
451	0.00254776585518563074
452	0.00254525415162154594
453	0.00254276304659837230
454	0.00254041261099144179
455	0.00253841497196593993
456	0.00253709560536395259
457	0.00253689467396473987
458	0.00253833789498885582
459	0.00254197250441051104
460	0.00254827316684122951
461	0.00255753258464298072
462	0.00256975894123223768
463	0.00258460454137557609
464	0.00260134592745661683
465	0.00261892604498978021
466	0.00263605614869676023
467	0.00265136241113589904
468	0.00266355283893059097
469	0.00267157629489564479
470	0.00267474776260039679
471	0.00267282146475514035
472	0.00266600389241772176
473	0.00265490961076645072
474	0.00264047156383875151
475	0.00262382301796933200
476	0.00260616982021285928
477	0.00258866980583870462
478	0.00257233208469951419
479	0.00255794388566771415
480	0.26336040077140909381
481	0.00188546751760506699
482	0.00186817893484501150
483	0.00185445939098854574
484	0.00184372471301700001
485	0.00183524464342342466
486	0.00182822266774377042
487	0.00182186904123487580
488	0.00181546261266863182
489	0.00180839842233831387
490	0.00180021936532353239
491	0.00179063150408707709
492	0.00177950387883578278
493	0.00176685482965308259
494	0.00175282779977132640
495	0.00173766021961490786
496	0.00172164929648967557
497	0.00170511833597593132
498	0.00168838664733923529
499	0.00167174524283077636
500	0.00165543956905168253
501	0.00163965955147527069
502	0.00162453641299732204
503	0.00161014512675329982
504	0.00159651101835548862
505	0.00158361893510925620
506	0.00157142350780356124
507	0.00155985928265036462
508	0.00154884982958273489
509	0.00153831527726051232
510	0.00152817803749273789
511	0.00151836673234758392
512	0.00150881851287381394
513	0.00149948005993475099
514	0.00149030759562747233
515	0.00148126622373831143
516	0.00147232891260105192
517	0.00146347549546013052
518	0.00145469221485840538
519	0.00144597252138916855
520	0.00143731991114934375
521	0.00142875337052268274
522	0.00142031536335617728
523	0.00141208126329708988
524	0.00140416792311041712
525	0.00139673807830760583
526	0.00138999696207977406
527	0.00138417821539551056
528	0.00137951799751386540
529	0.00137621887098732548
530	0.00137440795823635531
531	0.00137409626907708860
532	0.00137514724775288129
533	0.00137726202082742400
534	0.00137998650515881852
535	0.00138274187639604920
536	0.00138487567662095633
537	0.00138572698114001532
538	0.00138469638733245716
539	0.00138131067602788380
540	0.00137527295830742335
541	0.00136649167205994298
542	0.00135508533272494592
543	0.00134136372436267404
544	0.00132578952925836894
545	0.00130892671011553086
546	0.00129138302006730026
547	0.00127375384036818889
548	0.00125657337375743110
549	0.00124027742262589875
550	0.00122517995389114060
551	0.00121146374149088443
552	0.00119918382239009362
553	0.00118828142264342332
554	0.00117860542007744588
555	0.00116993824885368857
556	0.00116202331967556104
557	0.00115459142154498693
558	0.00114738409330595196
559	0.00114017253333397400
560	0.00113277120161708031
561	0.00112504582302003528
562	0.00111691599543225597
563	0.00110835301828405946
564	0.00109937386602402632
565	0.00109003242367123648
566	0.00108040917204328680
567	0.00107060046403461714
568	0.00106070838702832480
569	0.00105083198648746062
570	0.00104106036438556513
571	0.00103146789718245936
572	0.00102211157196486225
573	0.00101303023943686973
574	0.00100424544256260444
575	0.00099576340389715432
576	0.00098757773837022376
577	0.00097967249047859739
578	0.00097202516086747678
579	0.00096460947167024375
580	0.00095739770870419480
581	0.00095036256062945109
582	0.00094347844390627627
583	0.00093672235670395502
584	0.00093007434851271074
585	0.00092351773075273937
586	0.00091703919010982846
587	0.00091062899611082175
588	0.00090428150332503662
589	0.00089799611523401935
590	0.00089177878107023743
591	0.00088564393139629528
592	0.00087961653906583816
593	0.00087373376384972070
594	0.00086804546847597936
595	0.00086261285461556011
596	0.00085750461612980749
597	0.00085279036035753350
598	0.00084853156826569455
599	0.00084477095818924892
600	0.00084152165537905428
601	0.00083875791348212038
602	0.00083640917629498746
603	0.00083435896066381650
604	0.00083244941317136295
605	0.00083049154742924267
606	0.00082828026110201677
607	0.00082561243549312740
608	0.00082230588749546956
609	0.00081821677156713781
610	0.00081325324255557147
611	0.00080738373857242549
612	0.00080063901734378663
613	0.00079310793752491553
614	0.00078492777451264726
615	0.00077627048006887914
616	0.00076732666257051100
617	0.00075828915719855072
618	0.00074933789735811855
619	0.00074062744942023044
620	0.00073227811018863004
621	0.00072437096993384678
622	0.00071694688182312136
623	0.00071000890032330018
624	0.00070352748399737623
625	0.00069744760921490559
626	0.00069169690212350315
627	0.00068619394811499367
628	0.00068085605739631052
629	0.00067560592776529687
630	0.00067037682878842288
631	0.00066511611605839202
632	0.00065978705466539168
633	0.00065436907590401181
634	0.00064885670276686617
635	0.00064325745376636763
636	0.00063758907035646087
637	0.00063187641318373407
638	0.00062614834184399463
639	0.00062043483912592958
640	0.00061476457249237937
641	0.00060916301163434033
642	0.00060365114946798046
643	0.00059824481154419472
644	0.00059295449006167491
645	0.00058778560581215344
646	0.00058273908458083752
647	0.00057781213213368027
648	0.00057299910107465452
649	0.00056829236009876786
650	0.00056368309810588576
651	0.00055916201944262126
652	0.00055471991017348727
653	0.00055034807742069716
654	0.00054603868341072314
655	0.00054178501158429151
656	0.00053758171186708647
657	0.00053342507308278312
658	0.00052931335948686641
659	0.00052524722357971306
660	0.00052123016944960141
661	0.00051726899456933927
662	0.00051337409218895160
663	0.00050955946344890794
664	0.00050584228104223739
665	0.00050224187485419095
666	0.00049877807827126290
667	0.00049546897654104840
668	0.00049232822086764150
669	0.00048936219140679813
670	0.00048656738320093569
671	0.00048392842795017043
672	0.00048141713604002530
673	0.00047899284450807609
674	0.00047660419871727457
675	0.00047419230199558953
676	0.00047169497008551345
677	0.00046905165945902918
678	0.00046620852912508070
679	0.00046312306286735858
680	0.00045976772767618136
681	0.00045613226527825781
682	0.00045222438634073536
683	0.00044806883321821649
684	0.00044370496738246082
685	0.00043918319573298106
686	0.00043456065705500286
687	0.00042989663675475366
688	0.00042524816520337553
689	0.00042066619137244316
690	0.00041619262341847223
691	0.00041185840854172508
692	0.00040768270258529632
693	0.00040367306967962732
694	0.00039982656404968413
695	0.00039613148569794210
696	0.00039256957063462196
697	0.00038911837273481905
698	0.00038575361375539936
699	0.00038245131468450963
700	0.00037918956903886503
701	0.00037594987079327630
702	0.00037271796087851449
703	0.00036948420222920574
704	0.00036624353103503789
705	0.00036299505923751653
706	0.00035974141971449343
707	0.00035648795136961034
708	0.00035324181773655469
709	0.00035001114160525758
710	0.00034680422184810547
711	0.00034362887945552257
712	0.00034049196004093834
713	0.00033739900167460604
714	0.00033435406131292957
715	0.00033135968122402453
716	0.00032841696905381044
717	0.00032552576144305292
718	0.00032268484094998659
719	0.00031989217878476057
720	0.02867665898026976892
721	0.00007126843211038907
722	0.00007053940957146701
723	0.00006982214689625430
724	0.00006911579396155630
725	0.00006841961177569615
726	0.00006773301055009143
727	0.00006705558701048620
728	0.00006638716146637696
729	0.00006572781298366523
730	0.00006507790834625908
731	0.00006443811787546072
732	0.00006380940927863057
733	0.00006319301022600280
734	0.00006259033187475997
735	0.00006200284933009255
736	0.00006143194086574414
737	0.00006087869493530270
738	0.00006034370146587298
739	0.00005982685024939944
740	0.00005932716304241021
741	0.00005884268615230441
742	0.00005837046628012189
743	0.00005790662437608064
744	0.00005744653115743643
745	0.00005698507526586208
746	0.00005651700268937675
747	0.00005603729595221490
748	0.00005554155527793398
749	0.00005502634245211795
750	0.00005448945168531141
751	0.00005393007985641611
752	0.00005334887989153336
753	0.00005274789405906947
754	0.00005213037684737571
755	0.00005150052818506822
756	0.00005086316579305141
757	0.00005022336967712572
758	0.00004958613201662174
759	0.00004895604234753734
760	0.00004833703176175483
761	0.00004773219188080406
762	0.00004714367572317051
763	0.00004657267929872302
764	0.00004601949566629225
765	0.00004548362784907896
766	0.00004496394369929031
767	0.00004445885455331465
768	0.00004396650011864419
769	0.00004348492412626034
770	0.00004301222842375452
771	0.00004254669690803226
772	0.00004208688456298089
773	0.00004163167050329457
774	0.00004118027704540610
775	0.00004073225924296013
776	0.00004028747094719103
777	0.00003984601427894848
778	0.00003940817949774936
779	0.00003897438174575286
780	0.00003854510018513999
781	0.00003812082380307048
782	0.00003770200679159863
783	0.00003728903506433938
784	0.00003688220426241513
785	0.00003648170861055645
786	0.00003608763925662685
787	0.00003569999027852133
788	0.00003531867035837650
789	0.00003494351817127868
790	0.00003457431976508086
791	0.00003421082656060958
792	0.00003385277301290967
793	0.00003349989337787355
794	0.00003315193736079954
795	0.00003280868462864195
796	0.00003246995820650079
797	0.00003213563663664748
798	0.00003180566447348121
799	0.00003148006027630257
800	0.00003115892083567131
801	0.00003084242004611353
802	0.00003053080074258080
803	0.00003022435805612491
804	0.00002992341347532611
805	0.00002962827981433048
806	0.00002933921859437884
807	0.00002905639277342023
808	0.00002877981908008268
809	0.00002850932517471813
810	0.00002824451724631272
811	0.00002798476330477203
812	0.00002772919629545657
813	0.00002747673932504111
814	0.00002722615294564489
815	0.00002697610189456428
816	0.00002672523627723977
817	0.00002647228025343712
818	0.00002621612012204241
819	0.00002595588347279622
820	0.00002569100182453414
821	0.00002542125080194932
822	0.00002514676419979067
823	0.00002486802094489572
824	0.00002458580665702967
825	0.00002430115390776863
826	0.00002401526711905173
827	0.00002372943915507478
828	0.00002344496697283845
829	0.00002316307324097885
830	0.00002288483973424115
831	0.00002261115674497632
832	0.00002234269093792556
833	0.00002207987222635053
834	0.00002182289855790926
835	0.00002157175611606595
836	0.00002132625146226487
837	0.00002108605160493111
838	0.00002085072787198269
839	0.00002061979973110509
840	0.00002039277526498023
841	0.00002016918576997800
842	0.00001994861280651586
843	0.00001973070689476108
844	0.00001951519784303725
845	0.00001930189736042918
846	0.00001909069510359567
847	0.00001888154962583451
848	0.00001867447583793513
849	0.00001846953057431907
850	0.00001826679771407327
851	0.00001806637407043262
852	0.00001786835697148617
853	0.00001767283414481330
854	0.00001747987622004936
855	0.00001728953190001918
856	0.00001710182563945360
857	0.00001691675751910493
858	0.00001673430491379455
859	0.00001655442552081292
860	0.00001637706133037034
861	0.00001620214316904253
862	0.00001602959551480483
863	0.00001585934135225768
864	0.00001569130689429455
865	0.00001552542603027736
866	0.00001536164436438323
867	0.00001519992268139804
868	0.00001504023962846544
869	0.00001488259334480643
870	0.00001472700172718606
871	0.00001457350100910215
872	0.00001442214237647143
873	0.00001427298645546577
874	0.00001412609569166110
875	0.00001398152488266107
876	0.00001383931040349953
877	0.00001369945893812324
878	0.00001356193675684939
879	0.00001342666071467222
880	0.00001329349215241564
881	0.00001316223474106353
882	0.00001303263701882574
883	0.00001290439995299382
884	0.00001277718935775948
885	0.00001265065247381901
886	0.00001252443753194709
887	0.00001239821474446873
888	0.00001227169694727638
889	0.00001214465808245777
890	0.00001201694787491313
891	0.00001188850139734368
892	0.00001175934269604175
893	0.00001162958220808964
894	0.00001149940827392899
895	0.00001136907357374914
896	0.00001123887773684206
897	0.00001110914765056274
898	0.00001098021710963540
899	0.00001085240739716779
900	0.00001072601019402501
901	0.00001060127390556952
902	0.00001047839411552377
903	0.00001035750847035631
904	0.00001023869590639343
905	0.00001012197979145110
906	0.00001000733428916770
907	0.00000989469308232252
908	0.00000978395951510739
909	0.00000967501722761479
910	0.00000956774044502075
911	0.00000946200323023079
912	0.00000935768719080313
913	0.00000925468732745499
914	0.00000915291590313616
915	0.00000905230438280624
916	0.00000895280363338799
917	0.00000885438267432365
918	0.00000875702632968470
919	0.00000866073215475383
920	0.00000856550699835117
921	0.00000847136352393719
922	0.00000837831695579155
923	0.00000828638224960153
924	0.00000819557181724270
925	0.00000810589386985467
926	0.00000801735138638979
927	0.00000792994166977092
928	0.00000784365642099978
929	0.00000775848224274867
930	0.00000767440147651636
931	0.00000759139327869022
932	0.00000750943484760101
933	0.00000742850272253569
934	0.00000734857408371160
935	0.00000726962798726055
936	0.00000719164647037018
937	0.00000711461545933759
938	0.00000703852540928190
939	0.00000696337160168192
940	0.00000688915402846728
941	0.00000681587680276803
942	0.00000674354705942666
943	0.00000667217334414294
944	0.00000660176353753160
945	0.00000653232241575696
946	0.00000646384900672769
947	0.00000639633395231995
948	0.00000632975712431120
949	0.00000626408575687333
950	0.00000619927334585464
951	0.00000613525952216850
952	0.00000607197103488760
953	0.00000600932388477580
954	0.00000594722654031786
955	0.00000588558405776878
956	0.00000582430282730950
957	0.00000576329559129636
958	0.00000570248633760776
959	0.00000564181466716439
960	0.00047067803087938787
961	0.00000040424591505699
962	0.00000039931655086862
963	0.00000039439677396231
964	0.00000038949071038632
965	0.00000038460399808251
966	0.00000037974341320204
967	0.00000037491644217337
968	0.00000037013083297755
969	0.00000036539415881134
970	0.00000036071342412473
971	0.00000035609473744055
972	0.00000035154306813413
973	0.00000034706209629791
974	0.00000034265415676729
975	0.00000033832027107291
976	0.00000033406025509192
977	0.00000032987288587663
978	0.00000032575610871592
979	0.00000032170726490717
980	0.00000031772332178796
981	0.00000031380108898058
982	0.00000030993740814238
983	0.00000030612930737216
984	0.00000030237411539520
985	0.00000029866953438640
986	0.00000029501367352089
987	0.00000029140504787935
988	0.00000028784254908857
989	0.00000028432539503630
990	0.00000028085306622543
991	0.00000027742523593697
992	0.00000027404170050297
993	0.00000027070231480685
994	0.00000026740693678981
995	0.00000026415538338585
996	0.00000026094739905028
997	0.00000025778263696755
998	0.00000025466065217019
999	0.00000025158090518543
1000	0.00000024854277443385
1001	0.00000024554557539847
1002	0.00000024258858451401
1003	0.00000023967106574145
1004	0.00000023679229784614
1005	0.00000023395160045660
1006	0.00000023114835703260
1007	0.00000022838203292576
1008	0.00000022565218680250
1009	0.00000022295847386297
1010	0.00000022030063957895
1011	0.00000021767850313058
1012	0.00000021509193036868
1013	0.00000021254079695825
1014	0.00000021002494332492
1015	0.00000020754412404798
1016	0.00000020509795530829
1017	0.00000020268586477463
1018	0.00000020030704876768
1019	0.00000019796044156446
1020	0.00000019564470122758
1021	0.00000019335821534938
1022	0.00000019109912864034
1023	0.00000018886539248222
1024	0.00000018665483457680
1025	0.00000018446524485957
1026	0.00000018229447212880
1027	0.00000018014052456446
1028	0.00000017800166663523
1029	0.00000017587650490503
1030	0.00000017376405597072
1031	0.00000017166379112305
1032	0.00000016957565418981
1033	0.00000016750005120323
1034	0.00000016543781281247
1035	0.00000016339013251200
1036	0.00000016135848557482
1037	0.00000015934453490540
1038	0.00000015735003075985
1039	0.00000015537671138568
1040	0.00000015342621113934
1041	0.00000015149998163473
1042	0.00000014959923008951
1043	0.00000014772487742350
1044	0.00000014587753698846
1045	0.00000014405751322181
1046	0.00000014226481814845
1047	0.00000014049920259683
1048	0.00000013876019830360
1049	0.00000013704716676943
1050	0.00000013535935077647
1051	0.00000013369592483418
1052	0.00000013205604141497
1053	0.00000013043887059202
1054	0.00000012884363151550
1055	0.00000012726961498265
1056	0.00000012571619710737
1057	0.00000012418284472529
1058	0.00000012266911365212
1059	0.00000012117464123043
1060	0.00000011969913475728
1061	0.00000011824235739725
1062	0.00000011680411307716
1063	0.00000011538423166124
1064	0.00000011398255545041
1065	0.00000011259892776765
1066	0.00000011123318411029
1067	0.00000010988514608923
1068	0.00000010855461815063
1069	0.00000010724138689301
1070	0.00000010594522265521
1071	0.00000010466588295379
1072	0.00000010340311728679
1073	0.00000010215667278604
1074	0.00000010092630018635
1075	0.00000009971175958115
1076	0.00000009851282544966
1077	0.00000009732929047096
1078	0.00000009616096769031
1079	0.00000009500769067766
1080	0.00000009386931142442
1081	0.00000009274569586313
1082	0.00000009163671706798
1083	0.00000009054224639234
1084	0.00000008946214301283
1085	0.00000008839624255706
1086	0.00000008734434567334
1087	0.00000008630620752913
1088	0.00000008528152927959
1089	0.00000008426995251026
1090	0.00000008327105751892
1091	0.00000008228436606499
1092	0.00000008130934889144
1093	0.00000008034543794201
1094	0.00000007939204278782
1095	0.00000007844857038350
1096	0.00000007751444693417
1097	0.00000007658914040828
1098	0.00000007567218210609
1099	0.00000007476318570631
1100	0.00000007386186236555
1101	0.00000007296803072548
1102	0.00000007208162106407
1103	0.00000007120267327433
1104	0.00000007033132882442
1105	0.00000006946781730249
1106	0.00000006861243853822
1107	0.00000006776554158751
1108	0.00000006692750204498
1109	0.00000006609869920053
1110	0.00000006527949448451
1111	0.00000006447021246397
1112	0.00000006367112538483
1113	0.00000006288244192956
1114	0.00000006210430051006
1115	0.00000006133676707241
1116	0.00000006057983708105
1117	0.00000005983344109754
1118	0.00000005909745318744
1119	0.00000005837170128499
1120	0.00000005765597861833
1121	0.00000005695005534095
1122	0.00000005625368961502
1123	0.00000005556663753498
1124	0.00000005488866144664
1125	0.00000005421953639314
1126	0.00000005355905458835
1127	0.00000005290702796908
1128	0.00000005226328900119
1129	0.00000005162769000561
1130	0.00000005100010132758
1131	0.00000005038040869660
1132	0.00000004976851012037
1133	0.00000004916431262785
1134	0.00000004856772913150
1135	0.00000004797867562296
1136	0.00000004739706885584
1137	0.00000004682282460891
1138	0.00000004625585656735
1139	0.00000004569607581022
1140	0.00000004514339085199
1141	0.00000004459770815383
1142	0.00000004405893299679
1143	0.00000004352697059332
1144	0.00000004300172730483
1145	0.00000004248311183028
1146	0.00000004197103623492
1147	0.00000004146541669769
1148	0.00000004096617387253
1149	0.00000004047323278237
1150	0.00000003998652219486
1151	0.00000003950597346670
1152	0.00000003903151888620
